gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Atypical NKT cells	CD8+ CD73+ regulatory T cells	CD8+ NK-like TEMRA cells	CD8+ NK-like early effector T cells	CD8+ TEMRA cells	CD8+ central memory T cells	CD8+ cycling effector T cells	CD8+ effector memory T cells 1	CD8+ effector memory T cells 2	CD8+ exhausted T cells	CD8+ naive T cells	Gamma Delta T cells	MAIT cells
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0BF16A11C	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC06B4C6DD5	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0B808E56A	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC089D4762F	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0F73E9099	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC016235D3A	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0BC63F8C0	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0672FBD31	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0545E2502	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC006E22794	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0458F68A5	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC06E5E0C83	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC09FDA4F45	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0F4BC2909	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC02AE206BE	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0A8E69BC5	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC05B6D413B	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC05992FDC8	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC069F95780	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0DAD29856	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC02F06FF62	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0EC572716	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0F8D27FBC	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0EA3FC100	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC091173D82	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC07FB88720	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC035953E6B	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC01115AAD1	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0BD4C290F	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC053BBE2B1	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0DA5EFA18	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0F778DC8E	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0F590482E	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0BA41B0D3	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC090DB3159	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0FF018913	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC08BF895FC	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0D7F33CFB	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC040B3EFBC	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0EACF2D60	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC09C06C70F	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC004A436C5	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC00BE2EEE3	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC08AA91C84	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0EAF80261	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC05D87F723	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0606C6896	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC01EA4FF6B	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC036D78A43	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC054484F7B	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC02392F4AF	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC01FFC9392	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0CA7B34A5	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC05CCF815E	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC07222A428	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0FBFA176B	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC08D8A859F	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0814068D9	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0D870AE49	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0E4E54E13	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC08F797F90	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC035134F18	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC04B354AE3	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0FC645961	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC058845C44	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC09C0B5D08	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC039D075C6	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC04B0064C4	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC03DD752AB	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC052A417CB	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC08A98E7D4	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC03C093767	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0E0C50FCA	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC01E9FAC20	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC061137A41	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC01F1F24AA	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC08226CD3B	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0ADD7BEF0	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0EB600CAC	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC083EDDA21	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0CCF30377	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0CE6F5084	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC09DE07794	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0AD6D8724	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC040C26CBD	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0F300DE24	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC00064A9CE	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC06873D10F	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0E3784FFB	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0D9B795CC	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a3b1 complex	CPI-SC04F2478E9	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a3b1 complex	CPI-SC02BFEEC8A	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a3b1 complex	CPI-SC0ED0520DD	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a3b1 complex	CPI-SC09938698A	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC06364D669	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC07BE7830D	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC0BC542ACC	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC0E9C058EB	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC01833C7FC	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC0A9EB628A	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC070D5A96F	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a5b1 complex	CPI-SC08B2AD7C6	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a5b1 complex	CPI-SC0C8B4C056	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a5b1 complex	CPI-SC0592EC3D0	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a5b1 complex	CPI-SC062C5C6C2	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a5b1 complex	CPI-SC058F72F90	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a6b1 complex	CPI-SC0EEF3A379	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a7b1 complex	CPI-SC0A2FE9693	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a8b1 complex	CPI-SC092C3E4DF	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a8b1 complex	CPI-SC01195CB48	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	aVb1 complex	CPI-SC096929DB0	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	aVb1 complex	CPI-SC067AD890A	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC01C699B73	0.0	0.0	0.0	0.0	0.002	0.002	0.009	0.001	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC00A0B0892	0.0	0.0	0.0	0.0	0.002	0.002	0.009	0.001	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC07ECBFCA7	0.0	0.0	0.0	0.0	0.002	0.002	0.009	0.001	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0DA298BEC	0.0	0.0	0.0	0.0	0.002	0.002	0.009	0.001	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC067433F6B	0.0	0.0	0.0	0.0	0.002	0.002	0.009	0.001	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0B6F1A278	0.0	0.0	0.0	0.0	0.002	0.002	0.009	0.001	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0D19BAF15	0.0	0.0	0.0	0.0	0.002	0.002	0.009	0.001	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0F516B854	0.0	0.0	0.0	0.0	0.002	0.002	0.009	0.001	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC011F01833	0.0	0.0	0.0	0.0	0.002	0.002	0.009	0.001	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0FA79E269	0.0	0.0	0.0	0.0	0.002	0.002	0.009	0.001	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC04936738A	0.0	0.0	0.0	0.0	0.002	0.002	0.009	0.001	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC02B111AB0	0.0	0.0	0.0	0.0	0.002	0.002	0.009	0.001	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0CE851065	0.0	0.0	0.0	0.0	0.002	0.002	0.009	0.001	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC07375C073	0.0	0.0	0.0	0.0	0.002	0.002	0.009	0.001	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0D6C777F2	0.0	0.0	0.0	0.0	0.002	0.002	0.009	0.001	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0F74C069F	0.0	0.0	0.0	0.0	0.002	0.002	0.009	0.001	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC041DEF0FB	0.0	0.0	0.0	0.0	0.002	0.002	0.009	0.001	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0C907A888	0.0	0.0	0.0	0.0	0.002	0.002	0.009	0.001	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC08B1D5269	0.0	0.0	0.0	0.0	0.002	0.002	0.009	0.001	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0F8101D41	0.0	0.0	0.0	0.0	0.002	0.002	0.009	0.001	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC087556B01	0.0	0.0	0.0	0.0	0.002	0.002	0.009	0.001	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC08E75294D	0.0	0.0	0.0	0.0	0.002	0.002	0.009	0.001	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0017F527E	0.0	0.0	0.0	0.0	0.002	0.002	0.009	0.001	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC00C0800EB	0.0	0.0	0.0	0.0	0.002	0.002	0.009	0.001	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0A3F146C2	0.0	0.0	0.0	0.0	0.002	0.002	0.009	0.001	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC008F4294F	0.0	0.0	0.0	0.0	0.002	0.002	0.009	0.001	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0A199B69E	0.0	0.0	0.0	0.0	0.002	0.002	0.009	0.001	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC015980AEB	0.0	0.0	0.0	0.0	0.002	0.002	0.009	0.001	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0F94B2CF9	0.0	0.0	0.0	0.0	0.002	0.002	0.009	0.001	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC05565E8CE	0.0	0.0	0.0	0.0	0.002	0.002	0.009	0.001	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0517A327B	0.0	0.0	0.0	0.0	0.002	0.002	0.009	0.001	0.0	0.0	0.0	0.0	0.0
